author,comment,likes,published_at,comment_id
@ChandlerSomborac,Elons childish jubilation jumping up and down in support of Trump is _one of the most cringe_ things Ive seen in a long time. And Im in my late 30s!,4609,2024-10-08T03:16:38Z,UgwbSKrvzVr0FC1C9yd4AaABAg
@1stb1,"what happened to Elon? went from a climate change visionary by advancing the EV car industry, to supporting a former president who says climate change is Chinese hoax. crazy how his priorities have turned upside down",288,2024-10-08T03:15:59Z,UgzSsHPEQrM1pQfmZmR4AaABAg
@RichieBre,Elon saying hes dark MAGA like hes an edgy teen saying hes a dark empath,5216,2024-10-08T03:14:47Z,UgwmFi4S5IUiqdJuE_t4AaABAg
@NewMessage,"Should have said Dork MAGA, Elon... we would have believed that.",444,2024-10-08T03:14:04Z,UgyIl91WAnBGhxbouv14AaABAg
@mbaktari8194,IF YALL OWN TESLAS.......JUST SELL THEM OFF..,210,2024-10-08T03:12:19Z,UgxTDYfZTt3dGX8XRLp4AaABAg
@NewMessage,Elon has never looked more like a Venture Bros villain than he did on that stage.,904,2024-10-08T03:09:11Z,Ugz21rs4QbIjhVsRlJ54AaABAg
@science_and_facts_please,"20 years ago, thats the last time a Republican presidential candidate has won the popular vote. Since 1965, greater voter access has resulted in increased turnout by Democratic voters.",338,2024-10-08T03:08:24Z,UgwAIRuhd02JsXIadd14AaABAg
@frankiesalatino547,Ive lived in Florida for over 30 years and a hurricane in October used to be a surprise.  Not really anymore.,169,2024-10-08T03:06:14Z,Ugw8uDp6n4r94VD38Ip4AaABAg
@Tenebrous227,PEOPLE PLEASE MAKE SURE YOU ARE REGISTERED TO VOTE. HERE IN OKLAHOMA 450K LIVING VOTERS WERE REMOVED FROM THE REGISTRY INCLUDING MY DEM BROTHER. NORTH CAROLINA REMOVED 700K FROM THEIRS.  ITS HAPPENING ALL ACROSS THE COUNTRY. PLEASE BE AWARE,4507,2024-10-08T03:05:42Z,UgweUBtjJLk3BVPbVep4AaABAg
@melissaweyrick5311,Musk should lose his Government contracts.,378,2024-10-08T03:05:13Z,UgwJRr72go6gvxH20Xt4AaABAg
@user-em6ie2be7x,Elon Musk has definitely earned the title of Chief Twit.  ,254,2024-10-08T03:02:53Z,UgwxEeicelPwx7QU7yx4AaABAg
@ClannCholmain,"Americans, do the right thing in November.",332,2024-10-08T03:02:35Z,UgyeySR07jF9RApvmGV4AaABAg
@davidward1432,All the money in the world cant buy you an ounce of class.,283,2024-10-08T03:02:32Z,Ugy1J1U5nBPGr0N6Cz14AaABAg
@blvdes,election interference is offering people 47 bucks to vote for your guy lol,380,2024-10-08T03:02:26Z,UgwNxBERuqV0Y2src714AaABAg
@michaelchristy506,There is a reason Mondays are the most viewed day of the week for the daily show now,244,2024-10-08T03:02:11Z,Ugz9C_O6LDFZEShrTAp4AaABAg
@rudysantayana4252,the divorced dad energy from elon has never reached these levels before,3631,2024-10-08T03:01:08Z,Ugw6yaAXpmQLcMdA18V4AaABAg
@timothyperando,"Make election day a federal holiday, show up in person, and vote.",193,2024-10-29T03:51:47Z,UgzErJEVp2pOMxSRW_R4AaABAg
@rickdeckardbladerunner2049,Shouldnt ballot boxes be in government buildings with security?  Mmmmm,426,2024-10-29T03:44:55Z,Ugzd_95eTiMM0o3wG414AaABAg
@SilviaVanThreepwood,"In my country, its just 1day, INPERSON voting, after your ID is checked. Its not that hard implementing this system. They just dont want to in the USA, and we see why...",269,2024-10-29T03:00:54Z,UgztMD-AcebwjwRNMlJ4AaABAg
@nikopawlowic6557,"Well, I think Trump has a solid case this time around.",325,2024-10-29T02:59:16Z,Ugx5acZYPeljUGaUEwt4AaABAg
@dash5257,This is why you should vote in person. There shouldnt be ANY drop boxes allowed for any election.,225,2024-10-29T02:51:39Z,UgwiCkuXkIuiojUveGB4AaABAg
@noirhacks,"theyre desperate AF, thats insane",319,2024-10-29T02:50:37Z,UgyhL2JBrLCsydJGZE14AaABAg
@nemesis266usbp,"What a surprise, Portland. Who would have guessed......",202,2024-10-29T02:35:29Z,Ugwg20K2t3fvrZfzoy54AaABAg
@botheredbiskit,And theyre going to tell us this isnt happening.,682,2024-10-29T02:31:37Z,UgwTHbPEAPYRgk3PfuF4AaABAg
@ss4vegita,I will be Voting in person as planned. Dont need any BS happening in the drop box.,369,2024-10-29T02:29:08Z,UgyahGR8BqL5i1jICrl4AaABAg
@thegreatmrt,should be federal prison minimum 4 years and no longer being able to vote ever again.,694,2024-10-29T02:27:06Z,UgwtizAEqcZ2aWY5-yp4AaABAg
@DanVaverick,Thats why you go and vote in person,960,2024-10-29T02:26:06Z,UgyheFB2XBCJD1oSvf54AaABAg
@sickbozo8152,have the deceased voted yet?,161,2024-10-29T02:25:16Z,Ugzc0zS5tSFZT5kjVgd4AaABAg
@adrianlouw2499,BBC your credibility is in the toilet...now tell me how farright I am for noticing reality.,174,2024-09-05T05:12:02Z,UgxPkENHqYauO5sQxm94AaABAg
@ThatGeezer74,The USA have absolutely no right to speak on election interference ,392,2024-09-05T03:25:03Z,UgwCTb5BPL2KwGnIZFd4AaABAg
@MNN-s2h,The same old story every 4 years since 1940.,181,2024-09-05T00:52:52Z,UgxqyD1LbtxCSWum3I94AaABAg
@ByddinRhyddidCymru,"When in doubt, blame the Russians",393,2024-09-04T21:57:15Z,UgynnwgUCqxrMM2K9tJ4AaABAg
@kaybeehymumf1355,Traffic was absolutely insane this morning . I blame Russia,258,2024-09-04T21:46:57Z,Ugw0X6NwNPrAdO-lwMx4AaABAg
@KatieWilliams-o6n,Taylor Swift encouraged 300K people to sign up to vote. Pay up Elon!,685,2024-10-10T11:54:58Z,UgyEUjtK5eBnhtRzUyh4AaABAg
@alexanderbrown4250,Deport Musk. End corporate welfare for billionaires.,381,2024-10-10T04:28:35Z,UgxCU83AAAk7xgELAKF4AaABAg
@deweyrobinson5639,I know that Im not the only one who is SO fed up and completely over these people! Vote every maga out and help save our country!,255,2024-10-10T01:58:44Z,UgwZUTbtJmHvWEVYW8Z4AaABAg
@bobyoung1698,"When Taylor Swift asked, people did it for free.",829,2024-10-09T22:36:25Z,UgzK4lHnJgRIqFSPnel4AaABAg
@jessicapatton2688,Im gonna register a bunch of Dems and expect payment lol,1153,2024-10-09T22:22:35Z,UgzhYt1KEHIQS8yXZVZ4AaABAg
@jameseflores2011,They should both be in prison.,221,2024-10-09T22:07:46Z,UgzlAX4SLcNmNJQ87NF4AaABAg
@joseignaciogabiola7996,Remember when the MAGAs went crazy when Taylor Swift said go vote?,4308,2024-10-09T21:56:14Z,Ugxpv71eq5RDw_8HYJt4AaABAg
@amazingman63,Oh look more criminal activity,832,2024-10-09T20:53:38Z,Ugw9XPHUCzmkCqvOfKx4AaABAg
@juliomorales3330,Send this idiot to jail! They can be bunk mates!,336,2024-10-09T20:48:50Z,UgxsIQzFQkiIUzI3zNh4AaABAg
@PHa-l6v,"Obviously, nothing is illegal when a Republican does it.",4122,2024-10-09T20:32:16Z,UgxkXvQGsee8xY-bCIV4AaABAg
@bounce-house,Im pretty sure that if its illegal to hand out water to people standing in line to vote then its got to be illegal to pay them to vote,1605,2024-10-09T20:24:41Z,UgwnVLfMdktLVEdMdoR4AaABAg
@lauriebailey9299,They are both grifters and insane. Vote BLUE ,396,2024-10-09T20:09:44Z,UgwIlUy_1D9qliacODF4AaABAg
@gothic_ace2037,Bribing people for votes is illegal,2010,2024-10-09T20:08:26Z,Ugygy70X4fjnUB4mQyR4AaABAg
@kristinaviolette5081,This HAS to be illegal,908,2024-10-09T20:07:05Z,UgwvMjOyuEp38rY4iod4AaABAg
@aileenspence3080,"Surely thats illegal, even for the States",196,2024-10-09T20:04:05Z,UgwcCZlYcFKa_9jjQpl4AaABAg
@stevenhearnden6103,Starmer is an utterly nasty individual.,159,2024-10-24T07:53:44Z,UgzBtzOxk755VPmM7FZ4AaABAg
@ballrogg7092,"Its nothing but embarrassing for us, Labour have got to be the most hypocritical government i have ever seen! When will it end?",190,2024-10-24T07:49:50Z,UgwGfL7jg0p0e29p-BV4AaABAg
@School-Of-Thought,We SHOULD have access to the Epstein client list and court proceedings without redaction,180,2024-10-18T18:30:01Z,UgxdQ0WRX9TtgWBx-_p4AaABAg
@TexasBornPatriots,Unseal the Epstein list.,166,2024-10-18T17:48:08Z,UgywXO3z1muB7aN4beN4AaABAg
@reneezemlock7880,"Presidential Immunity should not even be a phrase. The Declaration of Independence states that, All men are created equal No one, not even the president, is above the law.",221,2024-10-18T17:19:07Z,UgxtBU9ItIqIrUxsbvp4AaABAg
@zonker7,Transparency is a Hallmark of democracy you know democracy that thing theyre trying to get rid of,194,2024-10-18T17:09:11Z,UgxoV4khXOfFqkz1IDN4AaABAg
@cruelcarp5516,Trumps only defense is that he was president at the time so he was allowed to break the law?  How messed up is that?,303,2024-10-18T17:07:11Z,UgyLiDX_171waYRL1lp4AaABAg
@thechapulinred,"Its about damn time,we should have had this information a long time ago",289,2024-10-18T17:06:39Z,UgyfEMTBZfGavljrJIR4AaABAg
@Runnifier,The courts dont get to determine who the president is. The people do.,440,2024-10-18T17:06:36Z,UgztJp94tCRBJa1SeDt4AaABAg
@aaronbertram1951,Unseal them now while people are paying attention. Good work.,389,2024-10-18T17:02:42Z,UgynnNixtTbqq9_S89d4AaABAg
@johnnybarnes2120,Great job judge and Jack Smith. America needs to know who they are voting for,234,2024-10-18T17:00:21Z,UgzMCpSrpmyjBfVrlz14AaABAg
@magicray5088,"Why would they want to hold up information from the people , who have the right to know this before election day?  why ,  is there any question about allowing the people see this information?",281,2024-10-18T16:59:11Z,UgzWmojj3tRxaHxhRSl4AaABAg
@jon2026,Every day I come here for the Trump troll meltdown. These losers are desperate!,156,2024-10-18T16:53:38Z,UgytBQJfh8dKMZ3SOB54AaABAg
@RBBBBBBBBB533,Makes no difference to his supporters unfortunately.,180,2024-10-18T16:51:25Z,UgwU-CS0m_az-XsnGLh4AaABAg
@GrumpySoth,So Trump deserves no protection from the law for a change...About time,243,2024-10-18T16:45:32Z,UgykVo2bGpnC4yrn6m14AaABAg
@tejanoj3017,"You can listen to what Trump and Republicans say, but then watch what they do.",163,2024-10-18T16:42:28Z,UgwrF2H_6rmwOLQrfpp4AaABAg
@brendamackinnon1978,I would never vote for trump! But they shouldve done this sooner! Trump will never be president again EVER!!,157,2024-10-18T16:38:59Z,UgyhUHSfTeHjynTaphp4AaABAg
@morrish5476,When are they gonna lock this man up?,176,2024-09-05T18:20:09Z,Ugz-3EPozrzuRNkGH-l4AaABAg
@feedtherich11,Why isnt agent orange in prison ?,219,2024-09-05T18:20:00Z,Ugwfu-RD_jZVs8cc0Mp4AaABAg
@myndzye2025,Hes already admitted guilt in public.,230,2024-09-05T18:08:55Z,UgyTCdocJzE1P-wdjaR4AaABAg
@normansoh,Immunity should not apply if there are so many witnesses that can testify that a crime has been committed..,201,2024-10-02T22:08:57Z,Ugx7EzW5dieMSvGqzMV4AaABAg
@LollipopRush-n3x,Coconspirators need to be charged as well,211,2024-10-02T21:57:15Z,UgzL_Y4mPbS6o6Yk1u94AaABAg
@babyblue704,Now lets see how the Supreme Court spins this to say he was acting in his official capacity ,217,2024-10-02T21:33:17Z,UgwuWriTZyppwBkVA6p4AaABAg
@niclewis9610,We the people deserve to know what Trump and enablers were doing to overturn Democracy before the violence of January 6 and before we vote in November.,156,2024-10-02T21:28:02Z,UgxgQoYnVhAGjf13R5V4AaABAg
@kpr2,This election  the madness surrounding it is giving me an ulcer. Absolute . Our country has lost its friggin mind!,162,2024-10-29T19:42:14Z,UgyxgGEK4BKT0osNvNx4AaABAg
@cricketwade6888,Why are people like him not being arrested? Hes encouraging people to commit treason.,154,2024-10-29T14:34:08Z,Ugxu-5z0UVx8CrrZpht4AaABAg
@redcomet0079,"Criminal Trump I just need to find 11,780 votes! ",152,2024-09-03T02:10:49Z,UgwjMNeUG5qXsXEchbl4AaABAg
@JilSpangenberg-ys7fz,NO ONE has the right to interfere with an election.,368,2024-09-02T20:32:04Z,UgzwkPCe-t5f5ygOdEh4AaABAg
@irisheyes7311,Dont clean up and make excuses for the traitor...he,153,2024-09-02T16:48:28Z,UgxnM5aeofS4ZUz3ePN4AaABAg
@user-yd1vl9lj5j,"Remember folks, voting prevents unwanted presidencies.",1047,2024-09-02T14:36:31Z,Ugx7ALPmfubguD3CLfV4AaABAg
@cathyh675,Why does Scott always feel the need to  pretend Trump wasnt trying to overturn a fair election.,212,2024-09-02T14:09:20Z,UgzggOu6_9-ZetYeyJ54AaABAg
@karenjao3641,I am sick of hearing Scott Jennings push Trump on CNN all the time!,484,2024-09-02T13:57:46Z,UgxqWUxiLglBRVkmjoR4AaABAg
@johnny4715,Ive never known of a presidential candidate more deserving to be on the receiving end of an overwhelmingly embarassing loss than this guy.,371,2024-09-02T13:42:27Z,Ugxf8rqzbcp5UXxmbD54AaABAg
@annaholloway2125,Jennings is insulting. NO ONE is pro abortion. Supporting the right of people to access a very unpleasant medical procedure when they need it is not pro the procedure. Its pro individual autonomy.,192,2024-09-02T13:41:25Z,Ugz8pjhewUrreBrKdX14AaABAg
@danpease8395,"Not proabortion. It is prochoice. Its a freedom. Its not proabortion. It is prochoice. It is a freedom. If you are the party of freedom, you should allow freedom for women to make the choice..",315,2024-09-02T13:39:45Z,UgwikhDYTzldNJ08b8F4AaABAg
@michaelparker4262,She is nasty to me says Trump.The last time I heard that was in a playground,199,2024-09-02T13:37:18Z,Ugzdqmj4w7z0-H1dbKd4AaABAg
@colleensh,"Three dudes discussing why female voters choose where they give their vote. Sure, that makes total sense. Also, Scott Jennings is such a tool for Trump. Its just sad.",328,2024-09-02T13:34:08Z,Ugz0eMULcwyIAq_z_U54AaABAg
@Rob-ht1mu,Scott Jennings is supposed to bring logical republican insightnot to be an extension of Fox News.,154,2024-09-02T13:33:18Z,UgwIuSsVstoprJvzciF4AaABAg
@davidwalker2402,"SCOTT SPENDS ALL HIS TIME MAKING BAD EXCUSES FOR TRUMP, WHAT A WASTE OF TIME ",266,2024-09-02T13:32:04Z,UgxAzIYBtVqPnCcWpF54AaABAg
@diegotomasarene-morley7249,Admission of guilt...,239,2024-09-02T13:24:44Z,UgyGJg451gYtrgCDf0d4AaABAg
@StacyInLove1,His every right comment should be an exhibit in all of his cases.,739,2024-09-02T13:23:05Z,UgxU9R9LioVCWpMgvpN4AaABAg
@twplumm,That sounds like an admission of guilt to me. ,363,2024-09-02T13:22:54Z,Ugx0_Af2Ag7Owi_vZkx4AaABAg
@ImListeningToReason,And we The People have every right to defend our Republic from fascist dictators.,465,2024-09-02T13:20:57Z,Ugx-8AeYDdtq2efAQxN4AaABAg
@ericb7097,This man needs to be locked up ASAP,161,2024-09-02T13:16:39Z,Ugz4AxiOMWwuZ7yBNyZ4AaABAg
@heidiweber2295,WE ARE NOT GOING BACK!!!!,221,2024-09-02T13:14:09Z,UgwvSprhjywGrx8geTV4AaABAg
@ambmainman,But wait a minute..... the problem with that is.... .interfering in an election is against the law!,192,2024-09-02T13:13:45Z,UgwyQXtZn01ECO-6m1l4AaABAg
@YaYaPaBla,"Arrest the person, they need to go to jail.",159,2024-11-04T03:34:26Z,UgzWXyP7xh22UCqosC54AaABAg
@davebrickey2197,"Ok thanks for the support, but how many people does it take to say the same thingand why dont these boxes have security cameras???",168,2024-11-03T14:55:04Z,Ugy5kUOBdof7S8G9MSJ4AaABAg
@KimberlySkalyo,These people need to go to jail!!,461,2024-11-02T23:43:23Z,Ugy9iLAcJ5IuOi4_pdx4AaABAg
@theodorabruin4601,Why are these boxes not put in police offices in waiting areas? Fire Department or any 247 office? Even a store?,187,2024-11-02T02:07:58Z,Ugz559iKwq903moVrQJ4AaABAg
@MH5XXXX,"PUT THE BOXES IN GOVT OFFICES,POLICE STATIONS,FIRE DEPT,CITY HALLS....HOW BRAINDEAD are these people down there to NOT THINK that this would not happen...OTHER STATES NEED TO RELOCATE THE BOXES NOW!!",274,2024-11-01T22:26:15Z,UgzPJoXsp3ApHD3u6Nt4AaABAg
@7thMack,I want the identity and party affiliation of the responsible party made public!,167,2024-11-01T20:46:23Z,Ugya3a4bCiTdIA3A_Kl4AaABAg
@BrentKamrath,This is ridiculous this shouldnt be happening!,181,2024-11-01T19:31:39Z,UgzS1PPkL6Ju690FAdd4AaABAg
@bethcoddington2150,I hope they dont minimize this. This is only a small example of a gigantic problem.,839,2024-11-01T11:46:14Z,Ugx0ka_oI1F89nWhBep4AaABAg
@postulatingspin4470,Kudos to whomever designed a self extinguishing ballot box.,183,2024-11-01T06:09:57Z,UgwrMDNOuzyqM4AyyBx4AaABAg
@robertlast3052,"Youve got a picture of the license plate, why has there not been an arrest!!??  Youve got traffic enforcement cams that take clear enough pictures to send tickets through the mail!!",631,2024-10-31T03:54:09Z,Ugz0Y8ogOxXkSRHe27Z4AaABAg
@awunderlich90,They should move these boxes to post office or official city buildings to help protect them.....,412,2024-10-31T02:15:04Z,UgyZyQWOZZjXpSvDj-V4AaABAg
@alanaadams7440,This guy needs jail time no bail no pass go no 200  straight to jail,237,2024-10-30T20:49:59Z,UgwYPV4dot3LU-Btzlp4AaABAg
@journeydodge5812,All Ballot Boxes should be placed outside of the Board of Elections and not in the community.,214,2024-10-30T20:27:28Z,UgzzMGpC_F31v58m0tp4AaABAg
@milkteanomnom,"I feel like drop boxes should be INSIDE buildings like post offices, libraries, police stations, banks, etc. I doubt anyone would tried this if there were people around to see it and stop it.",345,2024-10-30T01:00:22Z,UgwjWoo5PHnyxZfPRgV4AaABAg
@descooper2199,They must keep the ballot boxes at the local police stations,161,2024-10-29T19:01:58Z,Ugzc7Q9HnYXPkXW3lgt4AaABAg
@davidhasslehoff4726,If you turned your ballots in to any drop boxes near these areas you should check that your vote was counted follow the proper channels to correct it if not. Protect Your RIGHT To Vote !!!,312,2024-10-29T18:06:25Z,UgzT77SUT_DIJvAIj3x4AaABAg
@angelgutierrez9132,If you IDd the vehicle who is it!!!,265,2024-10-29T17:28:42Z,Ugzv_E_kRy_UcwTP-Ux4AaABAg
@user-rx3xl7zn1u,Ballot drop boxes shouldnt exist at all.,411,2024-10-29T15:18:36Z,UgxdKVxBAyiz_ovTHbh4AaABAg
@kevinarmstrong751,NO MAIL IN BALLOTS . IN PERSON WITH ID VOTING ONLY !,236,2024-10-29T15:14:59Z,Ugy-Nozj7vi9BLpQ35N4AaABAg
@MNDashcam,Should be treated as domestic terrorism.,5062,2024-10-29T14:37:27Z,Ugzg1N63Nj566V5EjdF4AaABAg
@mridlon1634,ALL drop off boxes should be kept solely at polling locations only.,342,2024-10-29T14:29:24Z,Ugz8DktImxXi5cf9j6p4AaABAg
@Mrqwerty2109,I want this perpetrator behind bars,391,2024-10-29T14:10:02Z,UgytS8ESEs4L-NVfr4V4AaABAg
@alanhelton,Why am I 10 minutes into this article and you still havent once talked about the suspect that has been IDd,351,2024-10-29T13:14:14Z,UgywEqiEZ4I3gcZncMt4AaABAg
@donnamoore5977,They know their candidate is losing ,226,2024-10-29T13:07:45Z,UgxpOoc3WLl_XSH-gCN4AaABAg
@disaaustin7989,Its  time people go to prison for this!,1226,2024-10-29T12:37:30Z,UgzZnnj6K3D17d7iXu54AaABAg
@denishahaver5092,Why arent these boxes set up at police stations?,796,2024-10-29T12:35:21Z,UgxgoeWxGyk_-mSHjJB4AaABAg
@jerryhamilton1450,This is exactly why there shouldnt be any unattended ballot drop boxes,725,2024-10-29T11:53:36Z,UgzjL8ZNxkw93tue7U94AaABAg
@KneelBung,Putting your ballot in a box on a street corner. BRILLIANT.,524,2024-10-29T11:42:43Z,Ugyd3dzRr--13Mu5Kmp4AaABAg
@johnskalski1033,"Its called election day, not election month or week. Paper ballot, voter ID ,one day voting and counting worked for 100 yrs but now its not good enough. Only military and special circumstance should be able to use mail in",215,2024-10-29T10:35:50Z,Ugwdz4NDm2IHf8C_quF4AaABAg
@13ZL1,Why do we have drop boxes on the streets? Pathetic.,625,2024-10-29T10:29:09Z,UgwmOhsLM9Q_tC1rOPN4AaABAg
@adamsechrest4349,Be smart. Cast your vote in person. Dont ever leave it in a damn box.,417,2024-10-29T09:23:34Z,UgyS6sG-dVGQkTCWYRB4AaABAg
@ibsnafu1,You know what prevents this? Voting in person.,1576,2024-10-29T08:02:39Z,UgwQdkUZdsUePolCXSJ4AaABAg
@Bullrider33Outdoors,This what Trump means By the Enemy within Not real Americans,664,2024-10-29T07:43:06Z,UgwmF5Ay0QVmvUQSZmp4AaABAg
@ictpilot,If they catch these people they should go to federal prison for 20 years no parole!,1745,2024-10-29T07:11:05Z,Ugyofjpp9tyAj3US--54AaABAg
@MickLafitte,The FBI will cover it up.,263,2024-10-29T06:52:21Z,Ugyz4KCkt3fMwvO5pSd4AaABAg
@MrBobDobaline,"I dont live in America, but as soon as you said Portland it was obvious. What an awful place!",269,2024-10-29T06:14:32Z,UgxLXUh6rdcjJJ6_kJ54AaABAg
@yourhandlehere1,Why would you have ballot boxes out on the street?,3275,2024-10-29T05:03:36Z,UgzifPAL4cNZuP7QisF4AaABAg
@Bikepacking,People should vote in person  ..,249,2024-10-29T03:51:22Z,UgzItM7S8FArXwvyss54AaABAg
@Khultan,30 years mandatory prison sentence.,220,2024-10-29T03:39:48Z,Ugx7CFX82dR8skeDzGF4AaABAg
@jdsguam,Completely unattended drop boxes is criminal!!  Drop Boxes should NEVER be allowed in America  Period!,188,2024-10-29T02:35:28Z,UgzxbqKazB2Fm2PfCqN4AaABAg
@DigitalResurrection,It doesnt matter who youre voting for voting interference is disgusting every legal citizen should have a right to vote. Period!,2914,2024-10-29T02:27:47Z,UgwzjLOt0SLioRPYGQ54AaABAg
@emmittosteen60,Drop boxes shouldnt be placed in unsecured location.,7637,2024-10-29T02:22:30Z,Ugz938A6lB9i3Hb62HR4AaABAg
@keelijudge5074,As a foreigner I dont understand the logic behind unmanned drop boxes.,2808,2024-10-29T02:15:21Z,Ugwf1L1tUoVI0cHCYrt4AaABAg
@cghjigv,"If the vehicle has been identified, why not the person driving?",191,2024-10-29T01:59:20Z,UgxduyujtB4-tz2Rcu94AaABAg
@semperfi6801,Should be 1020 years prison for election interference. Enact stricter laws and prevent these crimes. People get an automatic minimum 10 years regardless of ballot damage. If ballots are damages and box has to be replaced then up the penalties to 1520 years behind bars. Not hard to fix the problem.,1281,2024-10-29T01:06:42Z,UgyPoNGoqyxQD6tKQO14AaABAg
@OGDRIP4547,We wouldnt have this problem if you had to go in person and show a ID to vote,299,2024-10-29T01:04:17Z,UgxYyghohiX2jkQQjXh4AaABAg
@terriburgess5194,Who could even think that a ballot box sitting along side the road is a good idea?,829,2024-10-29T00:52:58Z,UgxPWeSbpw2CTsUrPqd4AaABAg
@Themheals,Twenty years no chance of parole.,391,2024-10-29T00:35:16Z,Ugw2ug5smKWlVIGLKbB4AaABAg
@maxstone6953,"The FBI is involved with identifying the suspect,",974,2024-10-29T00:35:09Z,UgwHGlyepq1gS3Tlwu94AaABAg
@howardking3601,One more reason for banning unguarded ballot boxes! Voting in person is the right way to go.,491,2024-10-29T00:26:05Z,UgyBzZS9eki6KwrFrll4AaABAg
@dougsimmons3768,"Gee, how could we keep this from happening?!  Voting in person with ID, maybe?!",914,2024-10-29T00:21:39Z,UgwXWmm8DsqU3kkKhr54AaABAg
@jsedusjung461,Unatended ballot boxes should be illegal. The most important civic duty in the country is being trivialized like a trash bin.......,4650,2024-10-29T00:00:51Z,Ugy09epZHJ5hULq4MIR4AaABAg
@AeRo_WD,And the cheating begins.,279,2024-10-28T23:58:01Z,UgxJEt1m1NZ04lPa1el4AaABAg
@screamingstrings76,"Gee, I wonder who could possibly be behind this?",313,2024-10-28T23:50:00Z,UgzR3LCCpEcHyiL4j8h4AaABAg
@gordonpelto1069,This deserves the most severe punishment.,4641,2024-10-28T23:44:54Z,UgxBO9fwwVeHtkWTrVR4AaABAg
@Mister8ArtandMusic,"An act of desperation when all your other acts of desperation have failed, and time is almost up.",455,2024-10-28T23:33:53Z,UgwjwYDNt4ZXeZs2Vkl4AaABAg
@elizabethbaker4094,This is a federal crime and the perpetrator should spend a considerable time in prison.,5741,2024-10-28T23:30:25Z,Ugx4fXSFXK_eLrV3DIR4AaABAg
@dcrasta,This is super suspect.... Voting should be a walk in process with ID verification.,183,2024-10-28T23:09:59Z,UgzbW9mvejIUCyLQX3t4AaABAg
@gregblum7484,"People who used those boxes, go online to check your vote and see if it was counted, actually everyone go online to see if your vote was counted",697,2024-10-28T23:09:41Z,UgzQ6NsZJbfHZ-vSGJJ4AaABAg
@yahnwhos,"Yep, IM WALKING MY BALLOT STRAIGHT INTO THE ELECTIONS OFFICE! YOU SHOULD TOO IF YOU WANT YOUR BALLOT AND VOICE HEARD...Just sayin",313,2024-10-28T23:09:02Z,Ugw8y2R4vIQfB2lOt6Z4AaABAg
@larryjohnson7246,This should be considered treason.,234,2024-10-28T23:07:01Z,Ugze_5COoklU2T81ovB4AaABAg
@paulclark5945,For either party! This is just very dirty and non American,1518,2024-10-28T23:06:50Z,UgwLkbKQPpsjIp1aclB4AaABAg
@NeilBennett-m3i,"Every third world country I have lived in, you have to be registered and vote IN PERSON!! There never should have been Ballot Boxes.",211,2024-10-28T23:04:10Z,UgxuRg9aNeG3I5gkT2h4AaABAg
@DigitalJesuit,Enjoy the felony! Hope you werent planning on ever voting again.,416,2024-10-28T23:02:04Z,UgzE_7myoI6cvAdISyV4AaABAg
@jamesrobb4928,Unmanned drop boxes should be illegal.,482,2024-10-28T23:01:21Z,Ugzi4fnl-Jikv7WYnMB4AaABAg
@alexgg7499,And the cheating begins,9785,2024-10-28T22:59:16Z,UgwopYEiDUfOhtAb9P54AaABAg
@CegoMommie,Why is something so important left unattended on the street?  These should have armed guards keeping them secure!,387,2024-10-28T22:58:32Z,UgxF4rhCzup3Fl95O2R4AaABAg
@jazbar66,Im from PA and dont trust a mail in ballot in this state. Im voting in person.,252,2024-10-28T22:52:37Z,UgxU3rIUArz7n4QBMKN4AaABAg
@TheMje1963,Why are these boxes not in a safe location such as the lobby of Citytown all?,2219,2024-10-28T22:48:45Z,UgwI9hw6LEOqLtHqySR4AaABAg
@JohnDoe-ew3xt,who thinks mail in systems are a bad idea????,181,2024-10-28T22:41:59Z,UgyNqf2A4Tjwd5O-H494AaABAg
@BugManRides,This video is just another reason to not allow 3rd party drop boxes.,307,2024-10-28T22:41:47Z,UgzNvXb5ZhpbhJk4B5B4AaABAg
@vicranger6876,40 yrs in prison and forfeiture of all assets should be minimum penalty . A forensic audit of all finances should be conducted to trace all deposits and withdrawals.,424,2024-10-28T22:38:52Z,UgzTHV6EWPTtV1_aPRB4AaABAg
@elleboyle9452,Doesnt know the motive? Really?,1475,2024-10-28T22:32:04Z,UgyNk2AxbU1zKwY-euZ4AaABAg
@juliemissick4206,That Penses secret service agents were calling home to tell their families that they might not be coming home because theyd be dead speaks volumes.,237,2024-10-03T19:52:45Z,Ugwbg8Ehu4Jnwvp9YFN4AaABAg
@BongFullOfSnakes,Never forget 911 and Jan 6 happened under republican presidencies.,176,2024-10-03T18:54:38Z,UgzTGdQa9tEqm2vZBWR4AaABAg
@ImListeningToReason,Judge Luttig is who saved democracy.  Pence just followed the guidance given.,160,2024-10-03T18:35:45Z,UgyQpLxLBR2rtGpfcI94AaABAg
@janefreda7034,Its not gray at all. The job description of the President does not include involving himself in certifying elections or changing election boards. Period full stop.,204,2024-10-03T17:22:39Z,UgzEHokCb9iFpxbEL794AaABAg
@cherylklaver7233,Mike Pence does not deserve a gold star for doing his job. Mike Pence does deserve a gold star for not endorsing Trump. Vote ,179,2024-10-03T17:06:26Z,Ugxi2zPNTJZZWwXmyQF4AaABAg
@realpirate,"The electoral college system is deeply undemocratic . One human, one vote . Reform, Americans .",212,2024-10-03T16:42:52Z,UgzI4FWO05BsuD9uL9t4AaABAg
